nama_tempat,user,review,rating
Unknown,Sahudi Azis,"Saya ke Surabaya mampir ke Mc Donald weih rame banget, lokasinya strategis dan tempatnya ok , siip bisa coba kawan",5
Unknown,Arfin Effendy,"McDonald's Raya Darmo terletak di tengah kota Surabaya, dekat dengan perempatan Raya Darmo.
Menunya sangat variatif …",5
Unknown,Pet Shop Kupang,"Beli via grab dan gojek.
Masakan terjaga standar.
Pengemasan sangat baik.",5
Unknown,Ronny Hidayat Wibowo,Menarik sbg tempat makan dan ketemuan kawula muda. Sayang kebersihan meja makan sangat kurang. Sering kita bersihkan sendiri bekas makan pelanggan lain.,3
Unknown,Putri Novaliaa,"Tempatnya enak buat nongkrong dan semua waitersnya ramah"".
Semua menu MCD selalu enak dan terjangkau di kantong",5
Unknown,Yohana Maria,"Besar, luas, bersih, komplit semua tersedia, pelayanan juga bagus.",5
Unknown,Halimatus Sak diya,"Untuk mba karyawan McD, yg td sholat magrib aku pinjam mukenah nya . Makasi banyak mbaaa❤️🧡💛 …",5
Unknown,Suwanji Suwanji,Tempatnya nyaman buat kumpul2.parkir lumayan luas buat mobil dan motor.,5
Unknown,Rienna pratiwi artyanti,Ada Playground di lantai 2 jdi buat yg bawa anak sangat recommended buka 24 jam jg,5
Unknown,Daffa putra,"Tempatnya nyaman, besar, makananya enak, cocok buat kumpul2, kumpul sama keluarga teman",5
Unknown,Siti Khoiriyah,Tempatnya nyaman..dan my favorit ice creamnya..anak2 doyan dan nambah lagi,4
Unknown,Febryan panjaitan,"Harus mesin kios untuk order nya di tambah, agar tidak menyebabkan antrian yg sangat panjang.",4
Unknown,Aditya Butong,"Tempat luas, pelayanan baik,untuk adakan acara anak ultah tempat dan susunan acaranya enak untuk anak-anak, harga juga bersaing",5
Unknown,Eky M. Rizky,"Hanya cocok untuk tempat makan saja, kalau dibuat meeting kemungkinan terganggu bahkan menganggu yang lain",3
Unknown,Christin Lunggito,Siapa yang tidak suka MCD? Apalagi lokasinya strategis ya jadi satu dengan Plaza Surabaya. So all in one . Selalu nikmat berada di sini.,5
Unknown,Mrs Hardianto,"Ramai sekali,
Dari pesan hingga makanan jadi tidak ada kursi duduk saking ramainya,",4
Unknown,Ishaa,"Pelayanan bagus & ramah, sistem juga sudah modern, parkiran cukup, tempat strategis",5
Unknown,Yusuf Alfansa,"Pelayanan sangat nyaman, tempat strategis dari samping jalan, bintang 5 (recommended)",5
Unknown,Sy. Chadijah (Dijah),"Tempatnya bersih, nyaman, cozy dan ramah... Feel like home...",5
Unknown,Adi Sasmito,"Cocok banget utk makan bersama keluarga dan disukai anak2, view lantai bagus",5
Unknown,Surya Negara (Cak Sur),Ayam fresh berkunjung waktu ppkm dateng jam 20:30 kudu tutup jam 21:00 jadinya cepet2 😅 …,5
Unknown,yuri w,"pelayanan buruk.psbb di buat alasan saos sedikit minta lg di ksh sedikit.takut bangkrut kah?saos mau saya habiskan terserah,saya beli kok.",1
Unknown,adhika nara,"Seharusnya ditaruh papan / tulisan didepan mcd bahwa mcd tersebut menerapkan social distancing, tdk boleh duduk sebelahan",2
Unknown,Rosa S,"Menunya sama dengan cabang lainnya, pelayanannya cepat dan tempat parkirnya luas. Best: Mc Flurry.",5
Unknown,Mufti Maulana91,"Beli makanan buat costumer di bulan puasaa
Sekali di dalam mcd penuh ibu2 muslim dan anaknya sekeluarga pada makan.. Top emang wkkwkwkw",5
Unknown,theoderikus rantelili',"Tempat luas, bersih dan rapi, parkiran luas hanya saja pelayanan pesanan kurang cepat",3
Unknown,andrie w,"Tempatnya ok, parkir juga luas.. Tp klo sabtu malam susah cari tempat duduk.",4
Unknown,Prasiska Puji Fitrianti,"Fasilitas kurang baik.. Kamar Mandi Bau, colokan listrik sebagian tidak berfungsi..",3
Unknown,melian utari,"area parkir lumayan luas, tersedia wifi dengan kecepatan yg mumpuni. cocok untuk kumpul2",5
Unknown,Murni Aurel,"Tempat nya enak & bersih. Anak"" suka nya makan d lantai 2 nya. Asyik kata e",4
Unknown,Achmad Syah Wardani,"Tempatnya luas, nyaman, berada ditengah kota, jarak tempat juga terjangkau dari rumah 😁 …",5
Unknown,Refo Aprilio,"Harga ramah kantong, tempatnya bagus dan bersih. Menunya enak"" 😁😁..., Terus maju McDonald's …",5
Unknown,Manuela Tri,"Selalu ramai dan banyak pengunjung datang dan pergi karena dekat dengan kampus, sekolah dan jalan raya sehingga tidak pernah bersih",5
Unknown,Nevlin Sandimula,"+ : Lokasi yg mudah ditemukan, , drive thru, smoking area, oitdoor area dan area bermain anak …",5
Unknown,Rina K. Juwitasari,"pegawainya pada ramah, jadi nyaman dan nggak ribet sih klo di McD sini. nggak membludak rame bgt jugaa di sini. pegawainya pada cekatan jugaa 🤗 …",5
Unknown,andre lontoh,Pelayanan nya luarbiasa ramah humbel banget karyawannya,5
Unknown,Fajar Herlambang,"Menurutku dari seluruh mcd di SBY. Hanya disini yg service nya ⭐⭐⭐⭐⭐ staffnya ramah, action nya cepat, boleh request ayam dan minum. GOOD JOB TEAM MCD DARMO 👍 …",5
Unknown,indah lusiani,"Pelayanan Drive true cepat, yg kurang untuk pelayanan didalem kadang di tinggal ngobrol sendiri sesama pegawai padahal lagi rame",5
Unknown,and droid,Mematuhi protokol kesehatan selama pandemi,5
Unknown,Shafira Alifia,Suka bgt makan disini soalnya tempatnya nyaman bgt buat kumpul kumpul ama temen temen..pokoknya sipp deh....,4
Unknown,Septi Purnamasari,"Bersih, pelayanan juga oke.. tiap liat meja kotor kosong langsung gercep bersihkann👍🏼 …",5
Unknown,Galang Pandya,"Yang di terima kadang tidak sesuai dengan di bayar tidak mau ganti ayam padahal pesan large , solusi menjelakan nama pelayan",3
Unknown,Nanny Tan meixiang,"Tempatnya bagus dan parkir mobil cukup memadai. Lokasi tengah kota, pas banget..",4
Unknown,FIDYA ABDAT,Ada colokan listrik buat yg mau nge charge. Tempatnya bersih. Ayamnya besar2.,5
Unknown,Desty Permata,Masa pandemik ke sini harus tunjukin  sertifikat vaksin ya klo dine in. Pelayanannya ramah.,5
Unknown,Khotibin Muryadi,"Tempat yang asik buat ngumpul dgn temen dan mengerjakan tugas .. areanya luas, ada smoking dan non smoking area",5
Unknown,Joe Jangger,Selalu ramai dengan mahasiswa dan siswa sekolah.,4
Unknown,Eric Wu,Tempat paling cozy dan enak buat meeting.. terletak di pusat kota juga jadi memudahkan janjian,5
Unknown,antonius sucipta,tempatnya luas dan cozy banget.. dan pelayanan yg cepat dan ramah😄 …,4
Unknown,Njoo Tik Gwie,"Sy blm pernah beli & makan Mc Donald disini tp sering dibuat cangkrukan teman2 letaknya strategis, cukup ramai terutama hari libur",5
Unknown,R3_Grafy Augusta,Ga kelihatan tmpt nya karna ga ada olang di pinggir jalan.. Bisa kelewatan klo bukan org surabaya.. …,3
Unknown,M.Bachtiar Wibisono,Baru ke sini setelah ditutup selama PPKM tp tetap saja saya msh pakai drive thru blm pernah dine in,4
Unknown,regina dani,Menurut saya tempat ini tempat yang cukup strategis dan nyaman untuk bercanda tawa dengan teman teman,4
Unknown,ABU TRUSAL,"Mcd.....!!
Sama kyk yg lainnya...ttp bnyk yg silaturahmi.
Mcd Darmo rame bgt, smpe parkirannya ngk muat.
Fastfood recomended.",5
Unknown,Rima Ariyanti,"Rame banget walo bukan malam minggu,  anak2 sukak disini karena ada permainannya",5
Unknown,sri wahyu denoxnaning,"Selalu jaga jarak ya....
Terimakasih pelayanannya",5
Unknown,Claire,"Makanan junk food favorite kami, tempatnya cukup bersih dan wifi juga kenceng, bagus utk nongkrong dan makan keluarga",5
Unknown,Kukuh marsudiono,Lokasi cukup strategis tengah kota  sayang tempat kurang luas....  sinyal wifi kurang kuat....,3
Unknown,Nova Wulandari,"Pelayanan bagus, sudah menyediakan beberapa mesin order, jadi tidak perlu antri untuk order makanan terlalu lama",5
Unknown,Hello Artie,Yah seperti mcdonalds pada umumnya. Cuman kalau di darmo tempatnya sangat luas dan ketersediaan kursi juga banyak. Cukup lega daripada mcd manyar.,4
Unknown,Ahmad Nurulhuda,nyaman tempatnya. gak terlalu rame walopun pas rush hour,5
Unknown,Luthfi Rahman,Tempat yang nyaman untuk menikmati santapan dari McD. Memiliki tempat parkir yang luas dan berada di pinggir jalan besar.,5
Unknown,Arif Kuncoro,"Tempat cukup nyama, sayang saat menjelang malam lantai 2 lambat untuk dibersihkan",4
Unknown,Lasmi Miati,"Lokasi strategis nyaman bg pengunjung, jg buat difabel cocok untuk acara kluarga",5
Unknown,Ivan Hendrayanta,"Tempat nyaman, pesen pakai touchscreen pembayaran pakai  e-wallet dapat diskon",5
Unknown,Agus Priyono,Tolong untuk pesanan OnLine disediakan plastik karena rawan klo diantarkan karena tidak semua Driver OnLine punya Tas.,5
Unknown,Ridho Yanuar,Alhamdulillah.. makan disini dapat potongan 50% menggunakan debit BSI,5
Unknown,Rita Indriany,"Tempatnya bagus banget, nyaman, bersih, pelayanan nya cepat, dan sangat helpfull. Very recommended !",5
Unknown,rachma mooci sweety,hari ini tgl 14 maret 2019. Jam 17:59 di msdonald's darmo. Saya beli burger kenapa ada lalat mati di dalem nya..,1
Unknown,Bonita S Nacole,Lapar? Bingung mau makan apa? McDonalds aja. Pilihan tepat buat perut kosong. Selalu jadi menu andalan ketika lapar datang. Tempatnya nyaman dan selalu bikin pengen nambah menu makanan yang lain,4
Unknown,Agus Sutiyo,"Cocok untuk kawula muda,dekat dengan universitas,sekolahan,hotel,tempatny bagus,kendala diparkir terlalu sempit",4
Unknown,Desta Almeyda,Sangat baik pelayanan dan sangat rama dan nyaman apalagi sama pegawai namanya Agnes Martalina Gasmi wuss sangat rama dan tama,5
Unknown,cathy cat,"Murah meriah,fasilitas nya jg komplit.jd bs istirahat sholat sekalian ngisi perut yg lapar",5
Unknown,Gilang Bayu,Tempatnya nyaman buat belajarr. Tempatnya luas walaupun ramai tapi tetap ada tempat,5
Unknown,Yosia Vemi,"Ruangannya bersih dan luas, hanya saja ukuran ayamnya tergolong kecil untuk ukuran L",4
Unknown,fahmiahmad 1206,Gara* pshical distancing 1 meja hnya 1 kursi apalagi sma istri sndri hahaha mndng cr mcdonald's tmpt lain,1
Unknown,Anna Nur,"Tempatnya asik,rasanya mantap dehh,seru kalo lagi kumpul ama keluarga lebih enak.",4
Unknown,TOYOTA SURABAYA ONLINE,"Lokasi di pusat kota
tempat besar, muat banyak orang
Tempat parkir teratur
Pelayanan sangat cepat",5
Unknown,Rieska Hidayati,"Luas tmpt bermainnya,  tapi sll rame agk susah gampang buat dpt parkir mobil",4
Unknown,Ratna Rahayu,Tempat sangat bersih layanan sangat ramah dan cepat gaes,5
Unknown,Ifa San,"Bersih, ramah , weekend full banget, area parkir motor dan mobil luas,Karena fastfood dimanapun begitu.. :)",4
Unknown,Sang Pencerah,Tempat di mana di buat untuk acara keluarga besar sangat cocok untuk situasinya sangat menyenangkan dekat jalan raya,5
Unknown,Joko Umbaran,Lokasi nya pas ditengah kota dekat pusat pertokoan. Cocok buat nongkrong maupun utk kluarga,5
Unknown,Peter A Tanusaputra,"McD terbaik di kota. Beli chocho top, coklatnya berlimpah, tidak seperti di outlet yg lain",4
Unknown,Ajeng Ayu,"Parkir bayar, toilet lumayan bersih, di area non smoking tidak ada stop kontak",3
Unknown,Hariadian,Ruamme banget malam ini....sampai full parkiran....lagi laper..otw dari sby ke sda...pas lewat darmo....belok deh,5
Unknown,Dean Jainuri,Bangunannya 2 lantai..utk parkir mobil kurang luas..pelayanan lumayan cepat,4
Unknown,Bayu- probo,Tidak ada kantong plastik kayak KFC.... klau hujan gmana tuu nasib Food nya..,1
Unknown,Denny Hardiyanto,"di mcd lupa g bawa masker, g boleh dine in hehe, g jadi makan,pindah ke kfc darmo eh boleh dine in even gak bawa masker",1
Unknown,Ferry Victor,ada tempat nongkrong di luar utk ngrokok and nikmati pemandangan malam jalan raya darmo....mantappp,5
Unknown,Vanessa Sebastian,"Selalu puas dari segi makanan, pelayanan dan suasana nyaman.",5
Unknown,Papi “Heypapi” Chulo,pinggir jalan. udah ada self service machinenya. sayang kursi diluar kalau siang puanaas,4
Unknown,SINAUKU,"Lokasi strategis, makanan standart mcd, ada tempat sholat kan tetapi kebersihannya masih kurang oke",4
Unknown,Elok Safitri,"Tempatnya luas, pelayanan oke, 2 lantai",5
Unknown,Minnati Mawaddah Nafiis,Tempatnya luas enak buat kerja kelompok hehe.. Ada area smoking dan non smoking (ac),5
Unknown,dewi trisnawati,Pelayanan bagus n ramah banget apalagi dg para ojol yg pas dpt orderan di McD Darmo...good job...,5
Unknown,Rohmatul Hasanah,"Pelayanan bagus, ada musholla, ada wifi. Kamar mandi lantai 2 biasanya agak bau.",5
Unknown,Dwi Rezki Agung,"Tempatnya luas, nyaman. Lokasi strategis. AC-nya dingin. Pelayanan kasirnya cepat.",4
Unknown,Dewi Indriasari,"Tempat mudah dijangkau, pelayanan cepat terutama drivethru",5
Unknown,Dina Fitri Astuti,"Nice place, nice service, tapi mungkin perlu ditingkatkan kerapihannya",4
Unknown,Tri Wahyudi,"Tempat enak buat nongkrong sama rekan, relasi dan keluarga",5
Unknown,Ghina Yumna Zakiyah,"Good, pelayanan okee, tempat lumayan besar, harga worth it",5
Unknown,Patricia Irene,"drive thru McD tdk diragukan. selalu cepat, menu di sini juga lengkap. kadang beberapa ada ice cream yang mesin macet dll, kalau di sini selalu ada.",5
Unknown,Hadinata Cipto,"Mcd di mana2 kurang lebih sama ya,cuma sekarang kentang ny mcd cepet melempem, kentang udah di goreng lama, di taruh di pemanas, trus kasih ke cust, di mkn udah gk enak",4
Unknown,Candra Prameswari,"Di bandingkan cabang lain
Ini bagus
Walaupun antri tapi pelayanan nya cepet bgt",5
Unknown,Akhmad Hernowo,"Suka, cuma rame apalagi malming, susah parkirnya...lahannya tdk luas.",4
Unknown,khamelia yudhiarini,Pemgalaman drive thru antri lama krn di depan ordernya bejibun..harusnya suruh tunggu di parking transit,4
Unknown,Dwi Retno Wulandari,"Kurang bersih untuk tempatnya, apalagi toiletnya kotor.. Mungkin karna weekend, jadi g sempet bersihin",4
Unknown,Robert Robert,The best fast food in Indonesia. Tempatnya cukup cozy untuk kumpul-kumpul bareng teman dan atau sekedar makan sendirian.,5
Unknown,Nur Aliyah Kusumawati,Sukak dan tempatnya nyaman bersih ada tempat bermain anak-anaknya juga,5
Unknown,hawe turbo,"Parkir enak, tempat cukup luas. pelayanan cepat.",5
Unknown,Aniek Ribut Rahayu,Tempatnya adem.. Kaca ada tirai saat siang hari.. Di atas ada tempat mainan utk anak2...,5
Unknown,Harry Ramli,"Lokasinya di tengah kota, pas abis kejebak macet dan lapar, bisa lgsg mampir istirahat sejenak",4
Unknown,Amalia Nabilah,Seperti mcd pada umumnya,4
Unknown,baderul qomar,Resto MC donalds di jalan Darmo adalah lokasi yang strategis untuk menikmati makanan siap saji dengan parkir yang luas di lokasi tsb dan lokasi ada di tengah kota Surabaya.,5
Unknown,Mochamad Ischak,Setuju saja sebab selain tempatnya strategis menunya juga sudah familier di lidah warga surabaya,5
Unknown,raden karto,Pelayanan cepat & ramah,5
Unknown,annisa novrina,Pas butuh sarapan pas lewat mc d drive thru order sesuai pas request paha atas ya dpt paha atas top deh,5
Unknown,Sylvanna Ville,"Kembali lgi qta k sini yg kedua kalix, pokok e topmarkotop, sukses sllu yaa...McDonald's bersama karyawan""x😇😇😇💝💝💝 …",5
Unknown,de vras,"Enak nih buat nongkrong.
Di lantai 2 ada juga mainan buat bocah2 jadi bisa bawa buat sekalian main bareng.",4
Unknown,Eddy Jonatan,"Jangan parkir di sisi jalan mojopahitnya ada preman nya, seenaknya sendiri nagih uang, malah ibu2 yang nagih, kalau mau parkir di dalam areal mc d nya",5
Unknown,Esther Matualaga,Salah satu mcd di sby yang tempatnya gede dan nyaman buat nongkrong,5
Unknown,Yolandha ogis,So far so good. Cmn syg saos tomatnya keteptan kosong mulu diatas sm bawah.,4
Unknown,syarifa hajar,Lokasi strategis dan nyaman. Untuk drive thru pelayanannya cepat sehingga tidak perlu menunggu terlalu lama.,5
Unknown,Maria de Vega,Lokasi tengah kota. Mudsh dijangkau dari mana-mana. Menunya lengkap. Pelayanan oke. Soal rasa pastinya standard mcdonalds ya.,5
Unknown,Not Chanel,Penyajian cepat.,4
Unknown,DIAH ONYE,"Ngantri panjaaaaang...

Padahal langsung ke Kasir juga bisa. …",2
Unknown,Gisa Nurul Wenda,"Pelayanannya oke, letak outlet strategis, dan bersih sekali tempatnya",5
Unknown,Mohamad Hasan,Tempat strategis gampang di jangkau dari segala jurusan tempatnya nyaman dan bersih..,5
Unknown,ntonk,"Disini terlalu ramai, banyak anak sekolah sekitar yg makan siang disini.",5
Unknown,Zamroni Fams,"Nice place. Lantai atas bisa di booking utk private party, bukber dgn anak Panti 😉 …",4
Unknown,Sutant Sya,Perlu didampingi untuk beberapa pembeli yg belum terbiasa dengan mesin beli online,5
Unknown,Mba Nu,Tempatnya luas...ada arena bermain yg buat anak2 betah berlama2 disana,3
Unknown,andini kumala,"Tempat bersih, ada smoking area, cocok buat kumpul bareng temen atau sodara sambil makan",5
Unknown,Theresia Rani,Tempat nyaman. Cuman kadang risih kalau meja kotor tidak segera dibersihkan.,3
Unknown,mada harinda,"Menu restoran sama dengan cabang lainnya.. area parkir terbatas, dan area bermain anak berada di lantai atas",4
Unknown,Sheila Ivania,"Siapa sih yang gatau mcd? Makanannya enakkkkk bgttt. Sekarang mcd menyediakan paket ayam dengan sambal matah, you may try it :))",5
Unknown,Vera Widi Hapsari,Tempatnya nyaman utk mkn bersama klrga ada ruangan khusus bagi yg merokok.,4
Unknown,Oryza Sativa Harsanti,Pelayanan lumayan cepat tp untuk parkir mobil kurang luas. So far so good,5
Unknown,ai apriell,"Titik kumpul ketemuan bareng teman, ngerjakan tugas dan makan pastinya 😁 …",5
Unknown,Kriswatiningsih Ahmad,"Menurut Saya standard kebersihan di McD manapun selalu mengecewakan. Tapi krn buka 24 jam, dan saya butuh breakfast, so here I am",2
Unknown,Arkavlog17,Untuk acara ultah anak juga ok,4
Unknown,Indra Nugroho,Tempat sangat cocok bt kumpul bareng keluarga,5
Unknown,Rizal Romadhon,"Pelayan kurang ramah pada driver ojek online, padahal driver ojek online juga bayar!!
Mungkin bisa diperbaiki kekurangannya!",2
Unknown,Ayu Nur Kholidah,Nyaman sekali,5
Unknown,Fitri Sugiarti,"Coba menu ayam yg pedes, tapi kurang begitu suka, tapi tetep yang favourite itu sundae nya...yang mangga enak recomended deh...",3
Unknown,Dio Lavarino,"Bayar 3 spicy di kasih 1 spicy yang 2 ayam biasa, ini pelayanannya bagaimana? ORD #82 -REG #3, 16/06/2018, 10:43:46",1
Unknown,MERRY Property Advisor,"Sangat menjaga protokol covid
Untuk couple , sulit mendapatkan meja yg enak..karna protokol",4
Unknown,Hernawan Riyandi,"tempat yg bagus dgn posisi sttategis dipinggir jalan utama pelayanan juga
ramah",5
Unknown,Sultan Ali,"Suasana dan kondisi kovid pastinya tidak akan nyaman untuk makan di tempat, sebaiknya dibawa ke rumah saja",3
Unknown,Wina Rti,"Tempat ok strategis banged
Menu fresh karyawan ramah like ussually
Thank you",5
Unknown,yameru sama,"Kasirnya yg gembrot bikin eneg sama wajah nya yang ngga ada seneng""nya ada customer. Babi lu mcd",1
Unknown,Harun Dzulqar,Makanan cepat saji yang ada di daerah Darmo Surabaya,4
Unknown,Rio Alfandy,Tempatnya enak namun parkirnya kurang luas jadi kalau penuh harus parkir di luar,4
Unknown,Zenobia Al Wafa,Pegawai nya ramah2 dan gercep untuk membantu customer yg terlihat kebingungan untuk order,5
Unknown,Lina Cioko,Lokasi sangat strategis dan selalu cepat pelayanannya,5
Unknown,Fildzah 'Adany,"Pelayanan ramah, tempat parkir cukup luas dan ada musholla yang bersih",5
Unknown,Gilbert Josua,"Lokasi di pinggir jalan utama, parkir memadai dan gratis, menu berkualitas dan lengkap, fasilitas dan layanan oke",5
Unknown,MR SUSANTO,Berlokasi sekitar 100 meter disebelah selatan traffic light jalan raya Darmo menuju arah KBS dan Wonokromo,5
Unknown,M.R Sugianto,"Pelayan agak lemot, sepertinya team work ya kurang.utk Drive true lumayan nunggunya",3
Unknown,Oktaviani RW,"Mbak yg baju kuning baik, ramah, sabar, dan saya dikasih tau banyak promo McD.",5
Unknown,Romy Bachtiyar,"Tempat sesuai standar kesehatan,tempat utk driver ojol jg tersedia,bersih,rapi",5
Unknown,M Aziz,"Mcd darmo ini adalah salah satu tempat favorit saya, ada tempat area untuk anak2, ada area untuk merokok, dsb",5
Unknown,ainun zulfikar,"seperti biasa, tempat oke tapi waktu lagi rame order cuma buka satu line saja",5
Unknown,Fatimah Zahra,Enak sihh deket rumah..menu nyaa lengkap dan cepet banget pelayanannya,5
Unknown,Sujatmiko Pujitono,"Murah, enak, di pusat kota. Tempat belajar rame-rame waktu kuliah dulu. Buka 24 jam.",5
Unknown,Rininta Mayasari,Penataan ruanganya di lantai 1 terkesan terlalu sempit.. tp pelayanan oke,3
Unknown,Tommy Rahardjo,Cepet pelayanannya. Cuma agak sempit di tempat pemesanan. Tempat makan lega,4
Unknown,Andri K,"Ada play ground utk anak², parkir ok.. rasa ok standard mcd. Wifi ada... bs pake credit card",5
Unknown,Iwan Ariefianto,"Tempat yang nyaman dan asik buat makan sama keluarga, teman ,dan sodara..",4
Unknown,babysitter,"protokol kesehatan ketat, tapi untuk penukaran penawaran di aplikasi cukup memudahkan dibanding outlet lainnya,",5
Unknown,Candra Irawati,Tempat makan yg enak utk keluarga dan mengadakan pesta ultah anak2,5
Unknown,Nur Zakia Mauliddya,"Full bngt Mc.Donals Darmo hr ni, cz barengan ad jalan sehat TK Kecamatan tenggilis yg diadakan d MC.Donals Darmo plus acara Pawai Bunga memperingati HUT Surabaya😊😍 …",5
Unknown,Fadli Elnino,"Selama ppkm hanya bisa take away dan drive thru,pelayanan cepat dan ndak antri",5
Unknown,Bagus Hendrawan,Strategis ok tempatnya ada tempat bermain juga buat anak2 ramah karyawannya,5
Unknown,I Am Liebee,"Wenak Tengah Kota Dan Tidak Terlalu Rame , karna gak boleh pake Plastik, bawamya pake Plastik Matahari 😆 …",5
Unknown,Hana Safira,"Colokan lumayan banyak, wifi lancar, 24 jam (yg bawah)",5
Unknown,Bernadeta Setyo,Pelayannya kurang fast response dlm melayani pelanggan dan membuang sampah pada tempat sampah yg sudah penuh,3
Unknown,qiqy gokilz,Tempatnya nyaman.. dan gak seberapa rame. Jd bisa nongkrong lama,5
Unknown,Yus Koesdikin,"Nice place.. strategic place for meet up..
Anehnya.. ada tukang parkir di area dalam McD.. tapi udahlah.. namanya org usaha (cari makan)..",4
Unknown,Yusrolana Yudistira,"Luas , nyaman",5
Unknown,Novia Paramitha,"Kesini karena nobar piala dunia, sayangnya tempat yang dibuat nobar sudah reservasi dan tvnya kabur. Untuk makanannya standar mcd",4
Unknown,Magada Surabaya,Karyawanx ngomongx gak sopan ditanya baik2 malah nyolot gak enak didengar...karyawanx yg badanx yg kurus..,1
Unknown,Bella Ayu,Tempatnya nyaman karena emg deket sama rumah. Dan selalu bersih,5
Unknown,Nisa Ra'it,Suka sama kopinya,5
Unknown,khoirun nisa,Cocok untuk tempat nongkrong dan makan. Biasanya kesini kalau ingin jogging ke taman bungkul,5
Unknown,Siswandi Kholifah,Tempatnya bersih pelayanan cepat harganya bersahabat,5
Unknown,Life Slide,Pelayanan tdk bgitu memuaskan mengingat lokasinya ditengah kota besar,3
Unknown,Yudah Oktovia,Pelayanan drive thru nya cepat. Sering mampir untuk beli sarapan sebelum perjalanan luar kota,5
Unknown,Andy Koesnanto,"Ya rasa sih ya gitu2 aja makanan junk food, cuma tempat nongkrongnya agak kurang enak kurang bersihan..",3
Unknown,shanty anitasari,Tempat nongkrong 24 jam yang enak. Sayangnya bagian atas ga bisa dibuat nongkrong lewat jam 12,4
Unknown,Alfiyan Naim Azhari,Lokasi sangat mudah dijangkau dan view mengarah ke jalan raya memberikan perasaan menyenangkan,4
Unknown,Pramudita RM,Makanan cepat saji di tengah kota Surabaya,5
Unknown,Indah Tresnawati,"Tempat nongkrong yg enak krn posisi tengah kota, pelayanan nya juga cepat",5
Unknown,arie stingray,Lumayanlah...mungkin krn msh ada renovasi JD lantai 2 nya msh berantakan,4
Unknown,rezka ardani,"tempat yg nyaman, strategis, dekat dengan RS Darmo, Pizza Hut Darmo, dekat dengan Universitas Widya Mandala dan Taman Bungkul",4
Unknown,mochamad taufik,"Lokasinya tepat, ruangannya mantap, bersih  nyaman & pelayanannya baik sekali",5
Unknown,elly,bersih dan luas sekali. cocok utk ngumpul ktm org krn di tengah kota.,5
Unknown,deasy winantea,Makan burger beef yakiniku kok enak ya ha-ha-ha sama ayam korean garlic enak lohh,5
Unknown,Oky Prasetyo,"Tempatnya nyaman, view jalanan bikin betah nongkrong sampek pagi",5
Unknown,Yusnita Dewi,"Lokasinya mudah dijangkau. Tempatnya bagus, nyaman, dan bersih.",4
Unknown,Fahmi Achmadbbm,Enak pelayanan oke namun saya hrs di pisahkan duduknya sma istri sya huft,5
Unknown,Yuke Yuke,Jadi tempat strategis buat sekedar ngumpul sm teman dr segala penjuru surabaya,5
Unknown,Prince wilz,"Enak tempatnya,  cuma wifi nya kalo bs passwordnya d taruh d struk pembelian kita..",5
Unknown,Bambang Irianto,"Hanya disini ada ice cream cone ksukaan anak saya, mc d lainnya pasti gk ada",3
Unknown,Rofe Saida,"Sayang tempatnya kurang luas, overall worth it.",5
Unknown,Girl from Nowhere,Pelayanan cepat dan memuaskan,5
Unknown,santi puspitaviani,Di Rm Taman Sari makanannya enak,5
Unknown,meysi dwi,Nyaman bgt buat ngerjain tugas sambil makan ato cuma buat nongkrong sm temen2,5
Unknown,andriansyah maulana (Lana),Salah satu fast food fav saya ini. Tapi yang disini ga asik. Lantai 2 ac ga dingin terus ayamnya gabisa milih :(,2
Unknown,Lidwina Melinda,"Tempat yang bersih terutama karena itu adalah tempat makan
Pelayanan dan keamanan baik",5
Unknown,Chrysan Adi Putri,"Tiap laper, pengennya Mc Spicy McD
Dimanapun, kapanpun
Pelayanan selalu ramah dan cepat",5
Unknown,Lou Cee,"Enak utk nongki"" malam mingguan setelah capek bermain sepatu roda di taman bungkuk👧 …",4
Unknown,Krishna Danish Ara,"Parkir cukup luas, pelayanan drive thru cepat.",5
Unknown,mitha zhendy,"Ok secara lokasi. Tp untuk kebersihan kurang diperhatikan, dan untuk area makannya kurang enak",5
Unknown,Jimmy Hateyong,angkringan anak sekolah,5
Unknown,marza maurylla,"Syukaaak disini tempatnya nyaman gtu gk terlalu bising buat kerjain tugas ngobrol""dll wkwk",5
Unknown,esti srinastiti,"McD yang penuh jebakan, kebiasaan mbak ksr selalu ngeup menu tanpa tanya dan parkir nya butuh keberuntungan dan perjuangan",4
Unknown,Mr. K.I.S,penerapan protokol kesehatan baik. Lebih hemat waktu karena Area pembayaran terpisah antara online dan offline.,5
Unknown,Marmut -,"Sekarang ada mesin self service. Jadi bisa pilih2 sendiri dan bayar sendiri, tinggal nunggu makanan diantar",5
Unknown,Bunga Lestari,Tempat nya nyaman dan pelayannan bagus skli,5
Unknown,Aflah Akbar,"Tempatnya padat, sering ramai mungkin karena tengah kota juga",5
Unknown,Akbar Nugraha,"Tempat nyaman parkir luas , sangat enak untuk ngobrol berkumpul bersama kerabat",4
Unknown,Erick Rafsanjani,"Tempat nongkrong paling enak, lokasinya juga strategis di dekat pusat kota, kadang Drive thru'nya antri panjang",4
Unknown,Kristantono Saputra,Tmpt a nyaman & tdk berdesakan wkt kita pesan didpn kasir.,5
Unknown,VINNO prasetya,"pelayanan bagus, lahan parkir jam makan siang sangat susah didapatkan",4
